Data;Hora;Duracao;Numero;Destino;Tipo;Valor
09/06/2026;16:52:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;16:53:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;16:56:00;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;17:02:36;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
09/06/2026;18:02:12;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;18:12:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;18:29:30;00:01:48;3227-8099;BAURU;DDD;1,11
09/06/2026;18:31:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;18:35:42;00:01:06;3319-9403;UBERABA;DDD;0,68
09/06/2026;18:53:54;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;18:56:24;00:01:00;3227-8099;BAURU;DDD;0,61
09/06/2026;19:34:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;21:41:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
09/06/2026;22:21:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;06:47:18;00:02:12;3319-9403;UBERABA;DDD;1,36
10/06/2026;07:59:54;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;08:12:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;08:23:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;08:28:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;08:37:06;00:01:24;3319-9403;UBERABA;DDD;0,86
10/06/2026;08:42:48;00:01:12;3227-8099;BAURU;DDD;0,74
10/06/2026;08:49:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;08:49:48;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;08:50:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;09:09:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;09:20:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
10/06/2026;09:25:24;00:01:30;3338-9039;GAVIAO PEIXOTO;DDD;0,92
10/06/2026;09:39:00;00:20:30;2224-7050;SAO PAULO;DDD;12,70
10/06/2026;09:53:36;00:02:06;3319-9403;UBERABA;DDD;1,30
10/06/2026;10:05:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;10:09:06;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;10:17:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;10:21:42;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;10:28:54;00:01:12;3227-8099;BAURU;DDD;0,74
10/06/2026;10:38:18;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;10:43:48;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;10:47:36;00:03:48;3919-5375;RIBEIRAO PRETO;DDD;2,35
10/06/2026;10:50:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;10:58:36;00:01:48;3227-8099;BAURU;DDD;1,11
10/06/2026;11:02:18;00:01:36;3338-9039;GAVIAO PEIXOTO;DDD;0,99
10/06/2026;11:04:18;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;11:06:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;11:08:36;00:01:06;3319-9403;UBERABA;DDD;0,68
10/06/2026;11:13:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;11:19:06;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;11:30:54;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
10/06/2026;11:34:54;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;11:38:24;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;11:42:00;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;11:47:06;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
10/06/2026;11:50:18;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;11:56:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;12:01:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;12:13:18;00:02:06;3227-8099;BAURU;DDD;1,30
10/06/2026;12:39:06;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;12:43:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;12:53:12;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;13:06:42;00:01:36;3227-8099;BAURU;DDD;0,99
10/06/2026;13:28:36;00:01:18;3319-9403;UBERABA;DDD;0,80
10/06/2026;13:31:24;00:20:24;2224-7050;SAO PAULO;DDD;12,64
10/06/2026;13:33:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;13:34:54;00:01:24;3227-8099;BAURU;DDD;0,86
10/06/2026;13:35:12;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;13:38:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;13:44:48;00:01:24;3319-9403;UBERABA;DDD;0,86
10/06/2026;14:15:48;00:10:06;3115-8000;CAMPINAS;DDD;6,26
10/06/2026;14:38:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;14:43:12;00:01:12;3338-9039;GAVIAO PEIXOTO;DDD;0,74
10/06/2026;14:43:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;14:59:48;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;15:06:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;15:08:42;00:01:12;3227-8099;BAURU;DDD;0,74
10/06/2026;15:17:18;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;15:17:30;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;15:18:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
10/06/2026;15:18:18;00:01:54;3227-8099;BAURU;DDD;1,17
10/06/2026;15:20:30;00:01:18;3203-4091;SAO JOSE DO RIO;DDD;0,80
10/06/2026;15:24:12;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
10/06/2026;15:25:12;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;15:27:48;00:06:18;3936-8870;CAMPINAS;DDD;3,90
10/06/2026;15:27:54;00:01:36;3227-8099;BAURU;DDD;0,99
10/06/2026;15:36:36;00:03:00;93060-2957;AREA-011;VC2;2,48
10/06/2026;15:53:30;00:01:48;3227-8099;BAURU;DDD;1,11
10/06/2026;15:58:30;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
10/06/2026;16:04:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;16:11:24;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;16:12:12;00:01:30;3227-8099;BAURU;DDD;0,92
10/06/2026;16:23:42;00:02:18;3227-8099;BAURU;DDD;1,42
10/06/2026;16:26:00;00:00:42;99754-5734;AREA-016;VC2;0,58
10/06/2026;16:26:12;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;16:28:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;16:32:00;00:01:24;3510-1711;SAO CARLOS;DDD;0,86
10/06/2026;16:41:06;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;16:48:00;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;16:58:18;00:01:00;3319-9403;UBERABA;DDD;0,61
10/06/2026;17:09:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
10/06/2026;17:10:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;17:27:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
10/06/2026;17:29:00;00:01:06;3227-8099;BAURU;DDD;0,68
10/06/2026;17:29:54;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
10/06/2026;18:31:12;00:01:00;3227-8099;BAURU;DDD;0,61
10/06/2026;18:43:30;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
10/06/2026;19:01:12;00:01:06;3203-4091;SAO JOSE DO RIO;DDD;0,68
10/06/2026;22:13:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;05:59:06;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;06:01:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;06:03:24;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;07:09:36;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;07:18:54;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;07:19:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;08:16:12;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;08:16:30;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;08:21:24;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;08:33:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;08:34:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
11/06/2026;09:08:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;09:25:30;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
11/06/2026;09:27:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
11/06/2026;09:52:06;00:06:24;3361-1425;R DE JANEIRO;DDD;3,96
11/06/2026;09:53:54;00:02:30;98201-2117;AREA-016;VC2;2,07
11/06/2026;09:59:54;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;10:09:06;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;10:10:18;00:01:42;3227-8099;BAURU;DDD;1,05
11/06/2026;10:14:06;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;10:56:48;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;11:02:18;00:01:18;3319-9403;UBERABA;DDD;0,80
11/06/2026;11:28:48;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
11/06/2026;11:30:06;00:01:18;3190-0610;ARARAQUARA;DDD;0,80
11/06/2026;11:58:18;00:01:54;2174-7510;GUAPIMIRIM;DDD;1,17
11/06/2026;12:01:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
11/06/2026;12:02:42;00:01:00;3319-9403;UBERABA;DDD;0,61
11/06/2026;12:08:30;00:01:12;3227-8099;BAURU;DDD;0,74
11/06/2026;12:19:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;13:09:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
11/06/2026;13:36:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
11/06/2026;13:58:12;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;14:07:54;00:01:36;3319-9403;UBERABA;DDD;0,99
11/06/2026;14:18:24;00:00:30;98383-9583;AREA-011;VC2;0,41
11/06/2026;14:19:36;00:10:18;98383-9583;AREA-011;VC2;8,54
11/06/2026;15:08:12;00:05:06;3383-9200;R DE JANEIRO;DDD;3,16
11/06/2026;15:13:12;00:00:36;99981-2225;AREA-061;VC3;0,53
11/06/2026;15:19:12;00:01:18;3383-9200;R DE JANEIRO;DDD;0,80
11/06/2026;15:26:18;00:01:12;3227-8099;BAURU;DDD;0,74
11/06/2026;15:26:24;00:01:12;3383-9200;R DE JANEIRO;DDD;0,74
11/06/2026;15:27:54;00:01:00;3383-9200;R DE JANEIRO;DDD;0,61
11/06/2026;15:33:24;00:01:12;3383-9200;R DE JANEIRO;DDD;0,74
11/06/2026;15:35:36;00:01:00;3383-9200;R DE JANEIRO;DDD;0,61
11/06/2026;15:37:06;00:03:48;3383-9200;R DE JANEIRO;DDD;2,35
11/06/2026;15:47:12;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
11/06/2026;16:59:54;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;17:30:18;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;17:35:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;17:39:18;00:01:00;3227-8099;BAURU;DDD;0,61
11/06/2026;17:51:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
11/06/2026;19:01:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
11/06/2026;22:08:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;07:59:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;08:07:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;09:10:00;00:02:00;3227-8099;BAURU;DDD;1,23
12/06/2026;09:12:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;09:15:06;00:01:18;3510-1711;SAO CARLOS;DDD;0,80
12/06/2026;09:16:36;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;09:22:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
12/06/2026;09:22:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;09:29:30;00:01:18;3227-8099;BAURU;DDD;0,80
12/06/2026;09:31:24;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;09:32:18;00:02:30;2174-7303;GUAPIMIRIM;DDD;1,54
12/06/2026;09:34:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
12/06/2026;09:47:36;00:04:54;2023-2246;BRASILIA;DDD;3,03
12/06/2026;09:55:00;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;09:57:48;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;10:04:00;00:01:00;3383-9200;R DE JANEIRO;DDD;0,61
12/06/2026;10:04:36;00:01:12;3383-9200;R DE JANEIRO;DDD;0,74
12/06/2026;10:39:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
12/06/2026;10:41:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
12/06/2026;10:47:30;00:00:30;99990-1804;AREA-084;VC3;0,44
12/06/2026;10:57:12;00:01:00;3030-0037;FRANCA;DDD;0,61
12/06/2026;11:20:42;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
12/06/2026;11:21:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;11:26:54;00:01:06;3227-8099;BAURU;DDD;0,68
12/06/2026;11:46:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;12:01:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;12:51:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;12:57:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;13:01:00;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;13:25:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;13:38:54;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;13:42:48;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;15:29:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
12/06/2026;15:32:30;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
12/06/2026;15:39:18;00:01:12;3319-9403;UBERABA;DDD;0,74
12/06/2026;15:49:36;00:01:18;3227-8099;BAURU;DDD;0,80
12/06/2026;15:52:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;16:50:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;16:51:24;00:01:36;3319-9403;UBERABA;DDD;0,99
12/06/2026;17:02:42;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;17:23:18;00:01:30;3319-9403;UBERABA;DDD;0,92
12/06/2026;17:54:54;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;18:08:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;18:09:18;00:01:00;3227-8099;BAURU;DDD;0,61
12/06/2026;18:46:42;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
12/06/2026;19:07:48;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;20:18:00;00:03:24;2174-7510;GUAPIMIRIM;DDD;2,10
12/06/2026;20:24:30;00:04:24;2174-7500;GUAPIMIRIM;DDD;2,72
12/06/2026;20:39:12;00:01:00;3319-9403;UBERABA;DDD;0,61
12/06/2026;22:27:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;08:29:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;08:43:24;00:01:12;3227-8099;BAURU;DDD;0,74
13/06/2026;09:21:00;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
13/06/2026;09:54:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;10:47:24;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;12:14:00;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;12:58:36;00:03:48;3227-8099;BAURU;DDD;2,35
13/06/2026;13:08:24;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;13:09:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;13:12:06;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;13:17:48;00:01:00;3319-9403;UBERABA;DDD;0,61
13/06/2026;13:45:06;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;13:49:00;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;14:41:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;14:47:00;00:01:06;3227-8099;BAURU;DDD;0,68
13/06/2026;15:05:48;00:01:00;3030-0037;FRANCA;DDD;0,61
13/06/2026;15:07:18;00:01:00;3227-8099;BAURU;DDD;0,61
13/06/2026;15:18:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;15:39:54;00:01:12;3227-8099;BAURU;DDD;0,74
13/06/2026;15:52:24;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
13/06/2026;19:33:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
13/06/2026;22:05:42;00:01:06;3251-5366;CURITIBA;DDD;0,68
14/06/2026;08:02:18;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;08:28:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;10:01:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;10:07:24;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;11:03:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;11:10:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;11:32:30;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;11:53:06;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;12:50:00;00:01:06;3227-8099;BAURU;DDD;0,68
14/06/2026;13:17:12;00:04:00;3319-9403;UBERABA;DDD;2,47
14/06/2026;13:27:18;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
14/06/2026;13:27:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;13:28:24;00:01:30;3510-1711;SAO CARLOS;DDD;0,92
14/06/2026;13:43:36;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
14/06/2026;13:52:00;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
14/06/2026;13:59:18;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
14/06/2026;14:22:42;00:01:00;3319-9403;UBERABA;DDD;0,61
14/06/2026;14:37:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;14:55:24;00:01:00;3319-9403;UBERABA;DDD;0,61
14/06/2026;14:55:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;14:58:06;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;15:16:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;16:37:06;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;17:08:36;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
14/06/2026;17:27:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
14/06/2026;17:40:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
14/06/2026;17:41:36;00:01:00;3319-9403;UBERABA;DDD;0,61
14/06/2026;18:00:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;18:17:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;20:03:18;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;20:18:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
14/06/2026;20:20:30;00:01:00;3227-8099;BAURU;DDD;0,61
14/06/2026;22:07:48;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;06:52:48;00:01:24;3319-9403;UBERABA;DDD;0,86
15/06/2026;07:26:06;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;07:37:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;08:25:00;00:01:54;3203-4091;SAO JOSE DO RIO;DDD;1,17
15/06/2026;08:35:54;00:08:18;3581-4236;PORTO FERREIRA;DDD;5,14
15/06/2026;08:42:06;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;09:10:48;00:03:30;3581-4236;PORTO FERREIRA;DDD;2,16
15/06/2026;09:12:06;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;10:29:48;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
15/06/2026;10:34:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;10:50:30;00:04:06;99208-2483;AREA-011;VC2;3,40
15/06/2026;10:52:24;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;11:04:00;00:01:36;3227-8099;BAURU;DDD;0,99
15/06/2026;11:06:54;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;11:08:36;00:01:06;3170-4898;R DE JANEIRO;DDD;0,68
15/06/2026;11:36:36;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;11:40:06;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;11:41:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;11:46:06;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;11:48:00;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;12:04:30;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;12:33:42;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;13:00:54;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;13:14:42;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;13:37:24;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
15/06/2026;13:55:54;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;13:57:24;00:08:18;3061-6000;SAO PAULO;DDD;5,14
15/06/2026;14:00:24;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
15/06/2026;14:06:00;00:01:00;3510-1711;SAO CARLOS;DDD;0,61
15/06/2026;14:59:24;00:00:30;98966-9118;AREA-011;VC2;0,41
15/06/2026;15:00:18;00:00:48;98966-9899;AREA-011;VC2;0,66
15/06/2026;15:01:18;00:00:42;98966-9118;AREA-011;VC2;0,58
15/06/2026;15:05:42;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;15:12:30;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
15/06/2026;15:14:18;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;15:15:36;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;16:39:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
15/06/2026;17:20:24;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;17:41:24;00:01:00;3227-8099;BAURU;DDD;0,61
15/06/2026;17:58:12;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
15/06/2026;18:59:48;00:01:00;3319-9403;UBERABA;DDD;0,61
15/06/2026;19:03:42;00:01:00;3227-8099;BAURU;DDD;0,61
16/06/2026;08:37:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
16/06/2026;08:38:30;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
16/06/2026;08:39:18;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
16/06/2026;08:48:30;00:01:00;3319-9403;UBERABA;DDD;0,61
16/06/2026;08:51:30;00:01:00;3190-0610;ARARAQUARA;DDD;0,61
16/06/2026;08:52:06;00:03:42;3190-0610;ARARAQUARA;DDD;2,29
16/06/2026;09:00:24;00:01:12;3190-0610;ARARAQUARA;DDD;0,74
16/06/2026;09:19:00;00:01:00;3227-8099;BAURU;DDD;0,61
16/06/2026;09:24:12;00:01:00;3251-5366;CURITIBA;DDD;0,61
16/06/2026;09:34:48;00:01:00;3030-0037;FRANCA;DDD;0,61
16/06/2026;09:34:54;00:01:00;3227-8099;BAURU;DDD;0,61
16/06/2026;09:35:30;00:01:00;3030-0037;FRANCA;DDD;0,61
16/06/2026;09:35:48;00:01:06;3510-1711;SAO CARLOS;DDD;0,68
16/06/2026;09:37:12;00:01:24;3190-0610;ARARAQUARA;DDD;0,86
16/06/2026;09:37:30;00:01:00;3319-9403;UBERABA;DDD;0,61
16/06/2026;09:37:48;00:01:00;3227-8099;BAURU;DDD;0,61
16/06/2026;09:38:12;00:01:18;3319-9403;UBERABA;DDD;0,80
16/06/2026;09:50:24;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
16/06/2026;09:51:24;00:01:00;3319-9403;UBERABA;DDD;0,61
16/06/2026;09:55:00;00:01:00;3203-4091;SAO JOSE DO RIO;DDD;0,61
16/06/2026;10:21:30;00:01:30;3227-8099;BAURU;DDD;0,92
16/06/2026;10:21:54;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
16/06/2026;10:27:00;00:01:00;3338-9039;GAVIAO PEIXOTO;DDD;0,61
16/06/2026;10:34:06;00:01:48;3227-8099;BAURU;DDD;1,11
16/06/2026;10:41:36;00:01:18;3227-8099;BAURU;DDD;0,80
16/06/2026;10:44:54;00:01:12;3203-4091;SAO JOSE DO RIO;DDD;0,74
16/06/2026;10:48:48;00:01:00;4585-9736;JUNDIAI;DDD;0,61
16/06/2026;11:04:42;00:01:30;3203-4091;SAO JOSE DO RIO;DDD;0,92
16/06/2026;11:06:42;00:01:00;3319-9403;UBERABA;DDD;0,61
16/06/2026;11:07:24;00:01:00;3030-0037;FRANCA;DDD;0,61
